session_id,surface_type,t,ax_g,ay_g,az_g,vert_accel_ms2,delta_ms2,pothole_label,event_type
highway,smooth_asphalt,1750000144550,-0.02879,-0.01088,-1.01336,-0.1853,-1.1585,0,normal
highway,smooth_asphalt,1750000144600,-0.00925,-0.02664,-1.10719,0.5886,0.7739,0,normal
highway,smooth_asphalt,1750000144650,-0.02616,0.02941,-1.04295,-0.0287,-0.6173,0,normal
highway,smooth_asphalt,1750000144700,-0.00415,0.0284,-0.92118,-0.9795,-0.9508,0,normal
highway,smooth_asphalt,1750000144750,0.04754,0.00506,-1.08555,0.5055,1.485,0,normal
highway,smooth_asphalt,1750000144800,-0.02177,-0.01563,-0.9573,-0.6037,-1.1091,0,normal
highway,smooth_asphalt,1750000144850,-0.00124,-0.01153,-1.08017,0.4818,1.0855,0,normal
highway,smooth_asphalt,1750000144900,0.01313,0.03681,-0.99164,-0.3063,-0.7881,0,normal
highway,smooth_asphalt,1750000144950,-0.02243,0.01627,-1.16024,1.0771,1.3834,0,normal
highway,smooth_asphalt,1750000145000,-0.01671,0.00901,-1.0978,0.3711,-0.706,0,normal
highway,smooth_asphalt,1750000145050,0.01086,0.02286,-1.10816,0.3787,0.0076,0,normal
highway,smooth_asphalt,1750000145100,0.01337,0.00896,-1.04329,-0.2071,-0.5858,0,normal
highway,smooth_asphalt,1750000145150,-0.07345,0.00239,-1.02087,-0.3343,-0.1272,0,normal
highway,smooth_asphalt,1750000145200,0.01889,0.0267,-1.09196,0.2846,0.6188,0,normal
highway,smooth_asphalt,1750000145250,-0.07791,-0.01102,-0.89412,-1.3145,-1.599,0,normal
highway,smooth_asphalt,1750000145300,0.05516,-0.01965,-0.9897,-0.3141,1.0004,0,normal
highway,smooth_asphalt,1750000145350,0.00914,0.06691,-1.09404,0.5783,0.8923,0,normal
highway,smooth_asphalt,1750000145400,0.06224,0.00183,-0.891,-1.1328,-1.7111,0,normal
highway,smooth_asphalt,1750000145450,0.02573,0.00292,-0.98015,-0.2088,0.924,0,normal
highway,smooth_asphalt,1750000145500,0.02125,0.00846,-0.92112,-0.6301,-0.4213,0,normal
highway,smooth_asphalt,1750000145550,0.06605,-0.10936,-0.98529,0.0219,0.652,0,normal
highway,smooth_asphalt,1750000145600,0.0244,-0.01295,-1.01398,0.224,0.2021,0,normal
highway,smooth_asphalt,1750000145650,0.0271,-0.04581,-1.03664,0.3626,0.1386,0,normal
highway,smooth_asphalt,1750000145700,0.04372,0.01745,-1.07352,0.5755,0.2129,0,normal
highway,smooth_asphalt,1750000145750,-0.00167,0.02621,-0.96515,-0.3971,-0.9726,0,normal
highway,smooth_asphalt,1750000145800,0.02244,0.0316,-1.02792,0.181,0.5781,0,normal
highway,smooth_asphalt,1750000145850,0.03271,0.01463,-0.99715,-0.0948,-0.2758,0,normal
highway,smooth_asphalt,1750000145900,-0.02607,0.00836,-1.09377,0.6749,0.7697,0,normal
highway,smooth_asphalt,1750000145950,0.03494,0.00101,-1.12628,0.8021,0.1272,0,normal
highway,smooth_asphalt,1750000146000,-0.00135,0.04722,-0.98858,-0.4389,-1.241,0,normal
highway,smooth_asphalt,1750000146050,0.02693,0.02749,-0.96252,-0.5538,-0.1149,0,normal
highway,smooth_asphalt,1750000146100,0.00495,-0.04433,-0.98139,-0.301,0.2528,0,normal
highway,smooth_asphalt,1750000146150,0.01769,-0.00277,-0.94278,-0.5409,-0.2399,0,normal
highway,smooth_asphalt,1750000146200,-0.01045,0.00266,-1.0376,0.3091,0.8501,0,normal
highway,smooth_asphalt,1750000146250,-0.04192,-0.01316,-1.24498,1.8766,1.5675,0,normal
highway,smooth_asphalt,1750000146300,-0.01581,0.00103,-0.8562,-1.5496,-3.4262,0,normal
highway,smooth_asphalt,1750000146350,-0.00587,-0.00945,-1.04779,0.2638,1.8134,0,normal
highway,smooth_asphalt,1750000146400,-0.01378,-0.00174,-0.99274,-0.2207,-0.4845,0,normal
highway,smooth_asphalt,1750000146450,-0.0383,0.01136,-1.02276,0.0619,0.2826,0,normal
highway,smooth_asphalt,1750000146500,0.02474,-0.02139,-0.84784,-1.3266,-1.3885,0,normal
highway,smooth_asphalt,1750000146550,0.05578,2e-05,-0.92048,-0.4871,0.8395,0,normal
highway,smooth_asphalt,1750000146600,0.03829,0.06898,-1.11408,1.1364,1.6235,0,normal
highway,smooth_asphalt,1750000146650,0.00558,-0.04093,-0.98817,-0.0877,-1.2242,0,normal
highway,smooth_asphalt,1750000146700,0.00692,-0.02952,-1.08504,0.6917,0.7795,0,normal
highway,smooth_asphalt,1750000146750,-0.00899,0.00639,-0.82221,-1.5113,-2.203,0,normal
highway,smooth_asphalt,1750000146800,0.00382,-0.01625,-0.97454,-0.012,1.4992,0,normal
highway,smooth_asphalt,1750000146850,-0.03101,0.00855,-0.95865,-0.1346,-0.1226,0,normal
highway,smooth_asphalt,1750000146900,-0.0035,0.03089,-0.84611,-0.9898,-0.8552,0,normal
highway,smooth_asphalt,1750000146950,-0.0043,-0.00168,-1.03319,0.6754,1.6652,0,normal
highway,smooth_asphalt,1750000147000,0.00749,0.04183,-1.0696,0.8293,0.154,0,normal
highway,smooth_asphalt,1750000147050,0.04364,0.05824,-0.95915,-0.1952,-1.0245,0,normal
highway,smooth_asphalt,1750000147100,-0.04221,-0.0205,-1.03475,0.4253,0.6205,0,normal
highway,smooth_asphalt,1750000147150,0.02309,-0.00197,-1.01617,0.1966,-0.2287,0,normal
highway,smooth_asphalt,1750000147200,0.02213,0.03661,-1.12625,1.0256,0.8289,1,pothole
highway,smooth_asphalt,1750000147250,0.03485,0.00042,-1.10014,0.6136,-0.4119,1,pothole
highway,smooth_asphalt,1750000147300,-0.02511,-0.02272,-1.03996,0.0148,-0.5988,1,pothole
highway,smooth_asphalt,1750000147350,0.0181,0.01428,-0.96803,-0.5492,-0.564,1,pothole
highway,smooth_asphalt,1750000147400,0.022,-0.00867,-1.12057,0.7574,1.3066,1,pothole
highway,smooth_asphalt,1750000147450,-0.04191,-0.00518,-0.93443,-0.8556,-1.613,1,pothole
highway,smooth_asphalt,1750000147500,0.01892,-0.01813,-0.86157,-1.2552,-0.3997,1,pothole
highway,smooth_asphalt,1750000147550,0.01929,0.01588,-0.9243,-0.5116,0.7437,1,pothole
highway,smooth_asphalt,1750000147600,0.00226,0.01607,-1.74003,5.9919,6.5035,1,pothole
highway,smooth_asphalt,1750000147650,-0.01299,-0.00697,-0.18079,-7.444,-13.4359,1,pothole
highway,smooth_asphalt,1750000147700,-0.00744,0.04403,-1.5308,4.6431,12.0871,1,pothole
highway,smooth_asphalt,1750000147750,0.02331,-0.02515,-0.83068,-1.7825,-6.4256,1,pothole
highway,smooth_asphalt,1750000147800,-0.03237,0.02836,-0.97159,-0.3177,1.4648,1,pothole
highway,smooth_asphalt,1750000147850,0.00458,-0.02651,-1.04522,0.3213,0.639,1,pothole
highway,smooth_asphalt,1750000147900,0.02043,0.03431,-1.05507,0.3372,0.0159,1,pothole
highway,smooth_asphalt,1750000147950,-0.09277,0.02567,-0.92859,-0.7111,-1.0483,1,pothole
highway,smooth_asphalt,1750000148000,0.00613,0.0262,-1.02688,0.1911,0.9023,1,pothole
highway,smooth_asphalt,1750000148050,0.02877,-0.02477,-1.0778,0.5497,0.3586,0,normal
highway,smooth_asphalt,1750000148100,0.00827,0.00392,-1.04959,0.2206,-0.3291,0,normal
highway,smooth_asphalt,1750000148150,-0.00934,-0.02263,-0.94161,-0.6706,-0.8913,0,normal
highway,smooth_asphalt,1750000148200,-0.02561,0.02456,-0.92897,-0.6334,0.0372,0,normal
highway,smooth_asphalt,1750000148250,-0.03357,-0.09683,-1.05756,0.5152,1.1486,0,normal
highway,smooth_asphalt,1750000148300,-0.00258,-0.00529,-1.10579,0.777,0.2619,0,normal
highway,smooth_asphalt,1750000148350,0.01351,0.01367,-0.94351,-0.6531,-1.4301,0,normal
highway,smooth_asphalt,1750000148400,-0.04579,0.01082,-1.0158,0.0506,0.7037,0,normal
highway,smooth_asphalt,1750000148450,-0.01047,-0.02201,-1.22309,1.6649,1.6143,0,normal
highway,smooth_asphalt,1750000148500,-0.01693,0.00302,-0.91943,-1.0516,-2.7165,0,normal
highway,smooth_asphalt,1750000148550,0.0032,0.01489,-1.02873,0.0149,1.0665,0,normal
highway,smooth_asphalt,1750000148600,0.00875,-0.0001,-0.89284,-1.0543,-1.0692,0,normal
highway,smooth_asphalt,1750000148650,-0.0373,-0.004,-0.9542,-0.3579,0.6964,0,normal
highway,smooth_asphalt,1750000148700,-0.02533,0.07764,-1.03395,0.3473,0.7052,0,normal
highway,smooth_asphalt,1750000148750,0.02278,0.03876,-0.91367,-0.6727,-1.02,0,normal
highway,smooth_asphalt,1750000148800,-0.01124,0.0383,-0.96866,-0.1041,0.5686,0,normal
highway,smooth_asphalt,1750000148850,0.05374,-0.04155,-0.88975,-0.7088,-0.6047,0,normal
highway,smooth_asphalt,1750000148900,0.015,0.04519,-1.09446,1.0472,1.756,0,normal
highway,smooth_asphalt,1750000148950,-0.01848,0.00602,-1.05346,0.5103,-0.5368,0,normal
highway,smooth_asphalt,1750000149000,0.01132,-0.01791,-0.93537,-0.5191,-1.0295,0,normal
highway,smooth_asphalt,1750000149050,0.01318,-0.01079,-1.18727,1.5628,2.0819,0,normal
highway,smooth_asphalt,1750000149100,-0.01851,0.02237,-0.97338,-0.4271,-1.9899,0,normal
highway,smooth_asphalt,1750000149150,-0.01452,0.04722,-1.0362,0.1556,0.5826,0,normal
highway,smooth_asphalt,1750000149200,0.01829,-0.00485,-1.04727,0.2057,0.0501,0,normal
highway,smooth_asphalt,1750000149250,0.02161,0.00294,-1.05731,0.2448,0.0392,0,normal
highway,smooth_asphalt,1750000149300,0.03226,0.00769,-1.03885,0.0529,-0.1919,0,normal
highway,smooth_asphalt,1750000149350,0.04549,0.00101,-1.01282,-0.1594,-0.2123,0,normal
highway,smooth_asphalt,1750000149400,0.00748,-0.02627,-0.98131,-0.3797,-0.2203,0,normal
highway,smooth_asphalt,1750000149450,-0.01652,-0.04175,-1.06296,0.3384,0.7181,0,normal
highway,smooth_asphalt,1750000149500,0.0005,-0.01773,-1.07714,0.3821,0.0437,0,normal
highway,smooth_asphalt,1750000149550,0.01191,-0.04097,-1.06398,0.2062,-0.1759,0,normal
highway,smooth_asphalt,1750000149600,0.02696,-0.0211,-1.05928,0.1272,-0.079,0,normal
highway,smooth_asphalt,1750000149650,-0.01044,-0.02359,-1.16956,0.9649,0.8376,0,normal
highway,smooth_asphalt,1750000149700,0.04622,0.00167,-1.00187,-0.5414,-1.5062,0,normal
highway,smooth_asphalt,1750000149750,-0.01427,0.0566,-1.05995,0.0187,0.5601,0,normal
highway,smooth_asphalt,1750000149800,0.03053,-0.02428,-0.99711,-0.4734,-0.4921,0,normal
highway,smooth_asphalt,1750000149850,-0.0245,-0.06802,-1.02565,-0.1506,0.3228,0,normal
highway,smooth_asphalt,1750000149900,0.00575,-0.02002,-1.06567,0.1886,0.3392,0,normal
highway,smooth_asphalt,1750000149950,0.02333,0.03149,-0.97016,-0.6007,-0.7893,0,normal
highway,smooth_asphalt,1750000150000,-0.0145,-0.0134,-1.05593,0.1935,0.7942,0,normal
highway,smooth_asphalt,1750000150050,-0.00484,0.02717,-1.10238,0.519,0.3255,0,normal
highway,smooth_asphalt,1750000150100,-0.07911,0.01905,-0.95766,-0.7111,-1.2301,0,normal
highway,smooth_asphalt,1750000150150,-0.05271,-0.03124,-0.9501,-0.6275,0.0836,0,normal
highway,smooth_asphalt,1750000150200,0.00369,0.0477,-0.95036,-0.5069,0.1206,0,normal
highway,smooth_asphalt,1750000150250,-0.01637,0.04009,-0.9644,-0.2913,0.2156,0,normal
highway,smooth_asphalt,1750000150300,0.00381,-0.04331,-1.0627,0.5329,0.8243,0,normal
highway,smooth_asphalt,1750000150350,0.03592,0.01935,-0.82074,-1.4707,-2.0036,0,normal
highway,smooth_asphalt,1750000150400,0.02255,-0.03282,-1.00179,0.2458,1.7165,0,normal
highway,smooth_asphalt,1750000150450,-0.01412,0.00326,-0.91452,-0.4891,-0.735,0,normal
highway,smooth_asphalt,1750000150500,0.01182,0.00159,-0.9715,0.0559,0.545,0,normal
highway,smooth_asphalt,1750000150550,0.05048,-0.01784,-1.09917,1.0515,0.9956,0,normal
highway,smooth_asphalt,1750000150600,-0.02516,0.0208,-0.93036,-0.4886,-1.5401,0,normal
highway,smooth_asphalt,1750000150650,-0.0083,0.00863,-1.07736,0.7636,1.2522,0,normal
highway,smooth_asphalt,1750000150700,0.01528,-0.00819,-0.95828,-0.3232,-1.0868,0,normal
highway,smooth_asphalt,1750000150750,0.04268,0.00502,-0.96282,-0.2196,0.1036,0,normal
highway,smooth_asphalt,1750000150800,0.0095,-0.03446,-1.22315,1.8657,2.0853,0,normal
highway,smooth_asphalt,1750000150850,-0.02438,0.03614,-0.8636,-1.3306,-3.1963,0,normal
highway,smooth_asphalt,1750000150900,0.04336,-0.03016,-0.99546,-0.0246,1.306,0,normal
highway,smooth_asphalt,1750000150950,-0.0154,-0.03472,-1.02225,0.1878,0.2124,0,normal
highway,smooth_asphalt,1750000151000,-0.00494,-0.04357,-0.83334,-1.3288,-1.5166,0,normal
highway,smooth_asphalt,1750000151050,-0.00702,-0.00696,-1.07784,0.8509,2.1797,0,normal
highway,smooth_asphalt,1750000151100,0.00937,0.00292,-1.02479,0.2641,-0.5868,0,normal
highway,smooth_asphalt,1750000151150,-0.04002,0.07148,-1.01948,0.1759,-0.0882,0,normal
highway,smooth_asphalt,1750000151200,0.01584,0.04008,-0.95606,-0.3579,-0.5338,0,normal
highway,smooth_asphalt,1750000151250,0.03758,0.04114,-0.9287,-0.4973,-0.1394,0,normal
highway,smooth_asphalt,1750000151300,-0.04411,0.02623,-1.04779,0.5343,1.0316,0,normal
highway,smooth_asphalt,1750000151350,-0.02805,-0.03084,-1.01775,0.1874,-0.3469,0,normal
highway,smooth_asphalt,1750000151400,-0.02503,-0.01247,-0.99157,-0.0531,-0.2405,0,normal
highway,smooth_asphalt,1750000151450,0.03063,0.02525,-0.83339,-1.284,-1.2308,0,normal
highway,smooth_asphalt,1750000151500,0.0529,0.08252,-0.95394,-0.0635,1.2205,0,normal
highway,smooth_asphalt,1750000151550,-0.05613,-0.02066,-0.9914,0.226,0.2895,0,normal
highway,smooth_asphalt,1750000151600,0.00482,0.01341,-0.97653,0.0659,-0.16,0,normal
highway,smooth_asphalt,1750000151650,-0.02451,-0.02456,-0.81717,-1.1984,-1.2644,0,normal
highway,smooth_asphalt,1750000151700,-0.01264,-0.0304,-0.96358,0.1916,1.39,0,normal
highway,smooth_asphalt,1750000151750,0.00462,-0.02144,-0.83925,-0.8227,-1.0143,0,normal
highway,smooth_asphalt,1750000151800,-0.02429,-0.00543,-1.10439,1.4238,2.2465,0,normal
highway,smooth_asphalt,1750000151850,0.01613,0.04584,-0.88152,-0.6098,-2.0336,0,normal
highway,smooth_asphalt,1750000151900,-0.01157,0.02453,-1.00881,0.5118,1.1216,0,normal
highway,smooth_asphalt,1750000151950,0.01726,0.02481,-0.94117,-0.1214,-0.6332,0,normal
highway,smooth_asphalt,1750000152000,-0.01601,-0.06773,-0.85973,-0.7343,-0.6129,0,normal
highway,smooth_asphalt,1750000152050,-0.04483,0.06871,-0.9494,0.1245,0.8588,0,normal
highway,smooth_asphalt,1750000152100,0.03242,-0.00599,-1.04751,0.8588,0.7343,0,normal
highway,smooth_asphalt,1750000152150,0.03259,0.0844,-1.11853,1.2608,0.402,0,normal
highway,smooth_asphalt,1750000152200,0.04796,-0.02306,-0.8999,-0.7193,-1.9801,0,normal
highway,smooth_asphalt,1750000152250,-0.02427,-0.02693,-1.02008,0.3648,1.084,0,normal
highway,smooth_asphalt,1750000152300,-0.03124,0.05193,-0.9661,-0.123,-0.4878,0,normal
highway,smooth_asphalt,1750000152350,-0.00725,0.04157,-1.08145,0.8061,0.9292,0,normal
highway,smooth_asphalt,1750000152400,-0.01253,-0.01708,-0.89603,-0.817,-1.6231,0,normal
highway,smooth_asphalt,1750000152450,0.02567,0.0017,-0.86045,-0.9307,-0.1138,0,normal
highway,smooth_asphalt,1750000152500,-0.01381,-0.01738,-1.12836,1.3575,2.2883,0,normal
highway,smooth_asphalt,1750000152550,-0.04307,-0.03824,-0.98663,-0.021,-1.3785,0,normal
highway,smooth_asphalt,1750000152600,0.06782,-0.03225,-0.8635,-0.981,-0.96,0,normal
highway,smooth_asphalt,1750000152650,-0.05921,-0.01278,-0.77258,-1.4984,-0.5174,0,normal
highway,smooth_asphalt,1750000152700,-0.00865,-0.04762,-1.08194,1.2307,2.7291,0,normal
highway,smooth_asphalt,1750000152750,-0.02465,0.00704,-1.12022,1.2797,0.049,0,normal
highway,smooth_asphalt,1750000152800,0.00432,-0.04606,-1.13005,1.1056,-0.1741,0,normal
highway,smooth_asphalt,1750000152850,-0.00599,0.016,-0.8685,-1.1746,-2.2802,0,normal
highway,smooth_asphalt,1750000152900,-0.06657,0.04958,-1.21149,1.7633,2.9379,0,normal
highway,smooth_asphalt,1750000152950,0.00044,-0.02453,-0.99798,-0.2731,-2.0364,0,normal
highway,smooth_asphalt,1750000153000,-0.00685,-0.0792,-0.92791,-0.7566,-0.4834,0,normal
highway,smooth_asphalt,1750000153050,-0.00701,0.04571,-1.16158,1.2159,1.9725,0,normal
highway,smooth_asphalt,1750000153100,0.05835,-0.01969,-0.8793,-1.2374,-2.4533,0,normal
highway,smooth_asphalt,1750000153150,0.01791,0.07269,-1.05876,0.4221,1.6594,0,normal
highway,smooth_asphalt,1750000153200,0.00033,-0.03311,-0.95394,-0.489,-0.9111,0,normal
highway,smooth_asphalt,1750000153250,-0.00148,-0.01564,-1.04346,0.3116,0.8006,0,normal
highway,smooth_asphalt,1750000153300,0.00822,-0.00991,-0.84026,-1.3452,-1.6569,0,normal
highway,smooth_asphalt,1750000153350,-0.04983,0.03524,-0.91282,-0.5032,0.8421,0,normal
highway,smooth_asphalt,1750000153400,-0.0093,0.00316,-1.09355,1.0128,1.516,0,normal
highway,smooth_asphalt,1750000153450,-0.05145,0.00242,-0.93581,-0.4221,-1.4349,0,normal
highway,smooth_asphalt,1750000153500,0.00512,-0.01201,-0.9038,-0.5955,-0.1734,0,normal
highway,smooth_asphalt,1750000153550,0.02868,0.0156,-0.95397,-0.0818,0.5136,0,normal
highway,smooth_asphalt,1750000153600,-0.0085,-0.03928,-0.80081,-1.2647,-1.1828,0,normal
highway,smooth_asphalt,1750000153650,0.03097,-0.01147,-1.09044,1.2605,2.5252,0,normal
highway,smooth_asphalt,1750000153700,0.00054,-0.01378,-0.83059,-1.0311,-2.2917,0,normal
highway,smooth_asphalt,1750000153750,-0.06442,-0.01096,-0.91642,-0.1452,0.8859,0,normal
highway,smooth_asphalt,1750000153800,-0.05944,-0.00236,-0.99691,0.5182,0.6634,0,normal
highway,smooth_asphalt,1750000153850,-0.02859,0.00127,-1.00872,0.5018,-0.0163,0,normal
highway,smooth_asphalt,1750000153900,0.04216,-0.06074,-0.81865,-1.0882,-1.59,0,normal
highway,smooth_asphalt,1750000153950,-0.0004,0.02701,-0.9203,-0.0785,1.0097,0,normal
highway,smooth_asphalt,1750000154000,0.04186,-0.00175,-0.77916,-1.167,-1.0886,0,normal
highway,smooth_asphalt,1750000154050,-0.03395,0.03633,-0.85311,-0.3514,0.8156,0,normal
highway,smooth_asphalt,1750000154100,-0.0337,-0.06827,-0.86536,-0.1766,0.1748,0,normal
highway,smooth_asphalt,1750000154150,-0.00426,-0.01406,-1.01642,1.0356,1.2122,0,normal
highway,smooth_asphalt,1750000154200,-0.02862,0.05153,-0.88657,-0.1878,-1.2234,0,normal
highway,smooth_asphalt,1750000154250,0.00719,0.00649,-0.97617,0.5494,0.7372,0,normal
highway,smooth_asphalt,1750000154300,0.01868,0.01348,-1.2354,2.4748,1.9254,0,normal
highway,smooth_asphalt,1750000154350,-0.00613,0.00999,-0.94005,-0.3374,-2.8121,0,normal
highway,smooth_asphalt,1750000154400,-0.01187,-0.01813,-0.89572,-0.6178,-0.2805,0,normal
highway,smooth_asphalt,1750000154450,0.0183,-0.00096,-1.08161,0.9642,1.5821,0,normal
highway,smooth_asphalt,1750000154500,0.00083,-0.01666,-0.89573,-0.6868,-1.6511,0,normal
highway,smooth_asphalt,1750000154550,-0.01678,-0.03479,-1.08006,0.8996,1.5865,0,normal
highway,smooth_asphalt,1750000154600,-0.01307,0.04385,-0.97775,-0.0846,-0.9842,0,normal
highway,smooth_asphalt,1750000154650,0.00742,-0.03376,-0.87056,-0.9082,-0.8236,0,normal
highway,smooth_asphalt,1750000154700,0.01949,0.01787,-1.00954,0.3631,1.2714,0,normal
highway,smooth_asphalt,1750000154750,0.01393,0.03693,-1.03243,0.4724,0.1093,0,normal
highway,smooth_asphalt,1750000154800,0.02432,0.02187,-0.83659,-1.1583,-1.6307,0,normal
highway,smooth_asphalt,1750000154850,-0.03103,-0.01489,-0.96263,0.0595,1.2177,0,normal
highway,smooth_asphalt,1750000154900,0.00979,-0.02861,-1.0659,0.8595,0.8,0,normal
highway,smooth_asphalt,1750000154950,0.05394,-0.01162,-0.90999,-0.5309,-1.3904,0,normal
highway,smooth_asphalt,1750000155000,0.01234,0.05014,-0.98662,0.1752,0.7061,0,normal
highway,smooth_asphalt,1750000155050,-0.00466,0.05846,-1.11701,1.1666,0.9914,0,normal
highway,smooth_asphalt,1750000155100,-0.02595,-0.00958,-1.02444,0.1993,-0.9673,0,normal
highway,smooth_asphalt,1750000155150,-0.00557,0.02491,-1.01538,0.0922,-0.1071,0,normal
highway,smooth_asphalt,1750000155200,0.04225,0.01056,-0.94538,-0.4742,-0.5664,0,normal
highway,smooth_asphalt,1750000155250,-0.00582,0.02152,-1.03703,0.3381,0.8122,0,normal
highway,smooth_asphalt,1750000155300,-0.04592,-0.00835,-0.96972,-0.2581,-0.5961,0,normal
highway,smooth_asphalt,1750000155350,-0.02444,0.00851,-1.03333,0.2939,0.552,0,normal
highway,smooth_asphalt,1750000155400,0.03369,-0.02462,-1.1125,0.8548,0.5608,0,normal
highway,smooth_asphalt,1750000155450,0.02205,-0.00963,-0.99083,-0.2697,-1.1245,0,normal
highway,smooth_asphalt,1750000155500,0.01799,-0.05725,-1.21738,1.5669,1.8366,0,normal
highway,smooth_asphalt,1750000155550,0.00904,-0.00606,-0.93584,-0.9604,-2.5273,0,normal
highway,smooth_asphalt,1750000155600,-0.05741,-0.01661,-0.97745,-0.4383,0.5221,0,normal
highway,smooth_asphalt,1750000155650,-0.0036,-0.01531,-0.97431,-0.3776,0.0607,0,normal
highway,smooth_asphalt,1750000155700,0.01734,-0.00329,-0.89946,-0.8905,-0.5129,0,normal
highway,smooth_asphalt,1750000155750,0.00243,0.00589,-1.035,0.351,1.2415,0,normal
highway,smooth_asphalt,1750000155800,-0.01487,-0.00052,-1.11233,0.8884,0.5374,0,normal
highway,smooth_asphalt,1750000155850,-0.07577,0.02927,-1.08438,0.5013,-0.3871,0,normal
highway,smooth_asphalt,1750000155900,0.00349,-0.04873,-1.01908,-0.1182,-0.6195,0,normal
highway,smooth_asphalt,1750000155950,-0.02783,0.00091,-1.11044,0.6227,0.7409,0,normal
highway,smooth_asphalt,1750000156000,0.01259,0.01061,-0.85692,-1.4951,-2.1178,0,normal
highway,smooth_asphalt,1750000156050,-0.01156,-0.01116,-1.18956,1.4169,2.912,0,normal
highway,smooth_asphalt,1750000156100,-0.01053,0.04433,-1.10262,0.4528,-0.9641,0,normal
highway,smooth_asphalt,1750000156150,-0.00709,-0.02057,-1.09706,0.3169,-0.1359,0,normal
highway,smooth_asphalt,1750000156200,-0.01327,0.00854,-0.87056,-1.5234,-1.8403,0,normal
highway,smooth_asphalt,1750000156250,0.0204,0.03622,-1.03695,0.0879,1.6113,0,normal
highway,smooth_asphalt,1750000156300,-0.026,-0.00739,-0.89612,-1.035,-1.1229,0,normal
highway,smooth_asphalt,1750000156350,0.00783,-0.00226,-1.05605,0.4255,1.4605,0,normal
highway,smooth_asphalt,1750000156400,-0.01952,-0.00339,-0.99053,-0.1723,-0.5978,0,normal
highway,smooth_asphalt,1750000156450,-0.03617,-0.03922,-0.89276,-0.9006,-0.7283,0,normal
highway,smooth_asphalt,1750000156500,-0.022,-0.0206,-0.89779,-0.6829,0.2176,0,normal
highway,smooth_asphalt,1750000156550,-0.03332,0.01097,-1.09236,0.9806,1.6636,0,normal
highway,smooth_asphalt,1750000156600,0.02567,-0.03071,-1.21291,1.7276,0.747,0,normal
highway,smooth_asphalt,1750000156650,-0.01022,0.06906,-1.01581,-0.16,-1.8877,0,normal
highway,smooth_asphalt,1750000156700,-0.03818,-0.03563,-1.02326,-0.0682,0.0919,0,normal
highway,smooth_asphalt,1750000156750,-0.02965,-0.03142,-0.99534,-0.2731,-0.205,0,normal
highway,smooth_asphalt,1750000156800,0.02343,-0.01905,-1.0773,0.4193,0.6924,0,normal
highway,smooth_asphalt,1750000156850,0.04764,0.01459,-0.93966,-0.7433,-1.1625,0,normal
highway,smooth_asphalt,1750000156900,-0.07049,0.10022,-1.06507,0.4096,1.1529,0,normal
highway,smooth_asphalt,1750000156950,-0.00295,-0.02084,-0.85615,-1.3308,-1.7405,0,normal
highway,smooth_asphalt,1750000157000,0.01082,-0.03857,-1.03489,0.3398,1.6707,0,normal
highway,smooth_asphalt,1750000157050,-0.03309,-0.03909,-0.89457,-0.8235,-1.1633,0,normal
highway,smooth_asphalt,1750000157100,-0.0391,-0.03213,-1.0104,0.2522,1.0757,0,normal
highway,smooth_asphalt,1750000157150,0.01907,-0.02549,-1.00413,0.1462,-0.106,0,normal
highway,smooth_asphalt,1750000157200,0.01165,0.00099,-1.07904,0.7033,0.5571,0,normal
highway,smooth_asphalt,1750000157250,0.01347,-0.00659,-0.96137,-0.3594,-1.0628,0,normal
highway,smooth_asphalt,1750000157300,0.0466,-0.0261,-1.00218,0.0379,0.3974,0,normal
highway,smooth_asphalt,1750000157350,0.0168,0.06617,-1.04096,0.3329,0.2949,0,normal
highway,smooth_asphalt,1750000157400,-0.00773,-0.02767,-1.0435,0.2848,-0.0481,0,normal
highway,smooth_asphalt,1750000157450,-0.00793,0.0762,-1.13691,0.9677,0.6829,0,normal
highway,smooth_asphalt,1750000157500,0.02199,-0.02271,-1.11566,0.6015,-0.3662,0,normal
highway,smooth_asphalt,1750000157550,0.01879,-0.05847,-0.9558,-0.7684,-1.37,0,normal
highway,smooth_asphalt,1750000157600,0.00528,-0.06557,-1.02449,-0.0711,0.6973,0,normal
highway,smooth_asphalt,1750000157650,-0.01605,-0.00771,-1.01951,-0.1048,-0.0336,0,normal
highway,smooth_asphalt,1750000157700,-0.00175,-0.01701,-0.88028,-1.1747,-1.0699,0,normal
highway,smooth_asphalt,1750000157750,-0.03323,0.00525,-1.14872,1.1659,2.3406,0,normal
highway,smooth_asphalt,1750000157800,0.00801,-0.00991,-1.01254,-0.1356,-1.3016,0,normal
highway,smooth_asphalt,1750000157850,-0.04282,-0.01166,-1.06701,0.3225,0.4581,0,normal
highway,smooth_asphalt,1750000157900,-0.01123,0.0205,-0.95502,-0.6247,-0.9471,0,normal
highway,smooth_asphalt,1750000157950,-0.00843,0.01297,-0.90454,-0.8953,-0.2706,0,normal
highway,smooth_asphalt,1750000158000,0.06215,-0.07703,-0.99265,-0.0119,0.8833,0,normal
highway,smooth_asphalt,1750000158050,0.00442,0.01886,-1.17998,1.4479,1.4598,0,normal
highway,smooth_asphalt,1750000158100,-0.0428,0.00384,-1.0722,0.3157,-1.1322,0,normal
highway,smooth_asphalt,1750000158150,-0.04006,0.02304,-1.08328,0.3415,0.0258,0,normal
highway,smooth_asphalt,1750000158200,0.04824,-0.01876,-1.08886,0.3153,-0.0262,0,normal
